
01) graph,02) vertices,03) clusters,04) terminals,05) edges,06) hubSize,07) hubEdges,08) budget,09) solutionCost,10) duration,11) leaves
1250_²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þè3_7_(0),1250,4,3,10500,9,9,7,7,2720,1
1250_²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þè3_7_(1),1250,4,3,10500,9,9,7,7,2743,1
1250_²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þè3_7_(2),1250,4,3,10500,9,9,7,7,2719,1
1250_²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þè3_7_(3),1250,4,3,10500,9,9,7,7,2687,1
1250_²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þè3_7_(4),1250,4,3,10500,9,9,7,7,2691,1
1250_²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þè3_7_(5),1250,4,3,10500,9,9,7,7,2673,1
1250_²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þè3_7_(6),1250,4,3,10500,9,9,7,7,2770,1
1250_²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þè3_7_(7),1250,4,3,10500,9,9,7,7,2798,1
1250_²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þè3_7_(8),1250,4,3,10500,9,9,7,7,2736,1
1250_²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þ²ü‰þè3_7_(9),1250,4,3,10500,9,9,7,7,2702,1
