Metrics for Vertices: 250, Edges:1750, Clusters:5, Terminals: 4, HubSize: 6, HubEdges: 6, Budget: 4
budget,clusters,duration,edges,graph,hubEdges,hubSize,leaves,solutionCost,terminals,vertices
4,5,321,1750,250_4_4_(0),6,6,1,4,4,250
4,5,310,1750,250_4_4_(1),6,6,1,4,4,250
4,5,300,1750,250_4_4_(2),6,6,1,4,4,250
4,5,303,1750,250_4_4_(3),6,6,1,4,4,250
4,5,282,1750,250_4_4_(4),6,6,1,4,4,250
4,5,272,1750,250_4_4_(5),6,6,1,4,4,250
4,5,272,1750,250_4_4_(6),6,6,1,4,4,250
4,5,287,1750,250_4_4_(7),6,6,1,4,4,250
4,5,291,1750,250_4_4_(8),6,6,1,4,4,250
4,5,277,1750,250_4_4_(9),6,6,1,4,4,250
